1734 37 123 10 0 703 19 3 931 654 1624 47 4051 1882 790 9 110 2 879 1 19 67 1189 593 5 16 1239 205 59 3 132 4 9465 255 1959 87 4 4051 1882 742 8 7 0 88 98 165 3 88 170 8 2 96 117 124 0 539 180 7 1164 83 0 1365 180 14 3 72 36 918 2 186 3413 654 649 526 101 563 27 2 582 633 0 454 1 101 563 27 4792 757 366 1494 2098 1330 1 4820 1 9 0 162 351 89 25 333 12 644 1 3 97 0 352 1882 1 0 2979 95 1882 17 28 2381 26 25 0 352 1882 6 153 0 116 5 0 129 14 246 107 185 5 84 141 136 157 2 74 1077 176 3519 4 108 2 651 212 272 1 161 3 3175 331 11 19 2 4601 5 890 476 59 8820 23 15 1098 10 35 15 66 467 810 476 241 547 45 13 0 2229 38 15 78 331 15 102 120 15 23 3 302 0 648 152 1 150 160 9 52 175 562 	5
1911 2 862 11 3 3175 4 16 2354 1 3 19 4 128 77 89 510 31 2 219 53 3 19 507 65 83 12 839 5 1 2846 5803 3 102 0 7991 1 19 507 65 83 43 2500 30 2282 10 4 0 33 689 1289 5 80 5 342 3 132 4 19 0 88 364 0 106 181 3 772 7 11 32 7 71 8291 8 357 993 34 32 19 62 6199 5 2470 320 0 1550 11 212 0 226 4 3688 31 607 31 17 1824 0 231 39 10 819 16 7 46 43 187 950 27 1157 158 633 117 32 7 0 409 212 5 0 24 0 754 3 287 4 1216 81 22 2 690 5 212 4 8 28 1015 6317 28 1031 0 429 231 6 565 13 4710 41 2542 534 16 754 6 3766 1308 7 1896 44 3 104 364 394 12 498 921 48 18 8 907 1 156 1108 1615 59 23 20 647 42 4142 6 2346 13 158 82 111 10 2 2558 754 145 93 6 3472 36 237 864 9 0 177 155 37 11 6 1221 10 0 11 6 4347 32 28 71 5 78 2470 0 112 6 1225 113 1 461 3 22 2 233 7271 11 3 6 1401 10 1 17 4526 320 0 648 181 147 3 6 32 9 43 5 12 2874 0 4551 662 4 625 38 5 84 10 12 6873 48 9 37 13 3241 26 11 3 472 19 4 30 3168 10 0 1332 3 260 11 6 2 350 467 1 10 0 782 11 3 165 19 4 49 13 58 2736 1 99 21 451 4 2879 18 8239 399 3 6 10 58 231 27 0 53 5 12 1394 1 596 394 83 211 9 185 0 3357 1 0 862 3 6 10 58 41 597 188 1 11 12 220 7 3510 57 5175 3 268 798 4 2 219 3665 13 7937 1 69 2584 433 0 1471 1556 47 12 234 2558 10 107 4 3130 185 12 2874 1 3 23 1647 80 	5
583 25 734 1519 77 21 4598 77 1519 0 734 7 40 25 267 51 2 98 73 1614 5 0 29 18 0 100 3 1183 103 5 2485 1 3029 2518 14 42 0 23 21 7620 5 259 178 10 413 0 29 514 25 115 3 945 0 734 7 50 25 	4
3 102 11 2563 495 2 178 8781 27 167 14 3 226 4 3574 123 76 17 28 4 37 0 78 157 3 109 10 32 4 485 55 2013 1 247 169 3 474 1 109 4 443 9 169 3 1020 115 21 143 169 122 0 5 1720 1 306 43 1712 32 51 3 90 201 1 241 295 28 21 10 0 64 5 12 4640 3 109 64 159 32 17 289 37 4 39 49 1 45 129 65 1571 5 0 891 3 6 1223 3 50 438 17 28 26 76 10 647 11 753 15 2563 	4
3 19 853 111 507 16 24 309 1 3 349 129 2328 290 	1
56 1010 170 16 24 209 31 3 19 62 2 466 42 9 54 2 419 417 210 33 631 1 33 333 864 3 22 12 106 178 152 42 0 78 600 2122 37 1 38 0 78 101 47 12 222 28 89 657 92 2 600 769 759 1078 550 278 8 6 0 831 182 2 74 75 44 87 39 300 75 94 296 9 2 1496 3 103 1199 5 11 6091 0 760 2311 87 417 1 1038 134 18 138 20 23 38 661 1 20 38 5733 15 80 1029 13 0 1419 69 140 1409 4 134 4 16 24 249 3 122 0 7130 5 1916 101 47 222 3 102 54 16 283 114 67 4 30 26 5238 1647 70 2 119 75 4093 9 2 600 769 760 	2
20 28 739 51 20 247 11 20 104 542 6015 1 2809 4 52 1240 525 0 29 7 25 21 33 14 8 6 2 33 970 18 2061 982 1261 51 0 29 6 1428 8 427 34 0 236 6 2 166 334 32 195 58 2417 2902 4 0 1326 694 6386 26 3 172 4 0 1240 388 16 421 334 91 424 71 6141 26 3 5733 31 1051 80 1956 41 11 32 7 2 1240 750 26 16 388 131 2 89 196 630 9 1166 159 0 426 3 19 71 588 13 1240 3214 79 32 23 55 2297 41 32 3 39 785 300 446 3214 7969 1557 12 620 13 71 6141 16 69 253 30 0 187 53 20 107 	2
109 4 8437 1442 1810 187 118 13 12 468 9 176 20 22 39 1244 47 52 5297 157 392 562 3 97 2 378 325 13 4176 378 2469 1 2959 4358 781 12 468 97 7800 311 10 2 4219 1396 0 7800 311 10 4219 1396 115 21 477 4 2721 37 4 37 8 370 34 681 13 270 1 258 1258 325 6 238 89 25 12 468 1 3 372 8 94 116 0 67 181 20 103 17 104 19 398 116 7 0 468 1 3 28 21 733 2695 13 0 423 5 29 12 468 7 1070 278 31 351 5 0 5774 9 0 98 17 216 321 423 1294 597 0 403 1109 0 29 7 89 25 	3
33 2102 27 16 741 137 1586 788 6 225 2562 135 6 1791 1 57 6 1632 285 30 64 3400 636 	5
16 7 2 282 276 741 50 3 22 743 2626 59 394 83 276 726 34 162 7417 3958 245 497 65 676 5 38 1029 13 0 1383 18 169 2982 5 5888 35 8 73 6137 44 868 44 35 36 434 1 3154 58 2941 403 34 36 253 21 402 276 12 22 2 1266 1300 1 1012 229 4 8 1 9 1247 1468 274 150 17 430 8 0 3295 276 6 21 40 206 0 6948 786 518 6 806 1 286 1484 21 4 945 0 471 786 135 11 2602 16 24 9043 209 18 484 194 1982 124 15 101 390 21 45 52 11 94 1029 0 7087 9 2 8 4154 10 60 1634 	2
225 225 6 348 0 5079 199 100 0 130 6 41 5 16 703 1 0 760 6 40 2294 2 3 56 153 230 16 24 4 315 160 4 491 	5
3 934 485 280 1 78 7268 707 47 7048 17 19 2 233 242 4 554 47 719 2071 1 1282 66 488 354 29 14 18 243 219 547 27 2 5622 1362 1648 280 2426 0 2711 122 21 4 945 15 104 151 1648 280 731 1 30 54 184 2 7 82 62 6747 110 362 78 295 27 0 203 246 34 4 49 2369 1 17 19 878 5 74 200 11 104 108 200 2 74 65 7316 9 393 5622 8712 44 7268 	4
225 24 112 7 40 8756 	4
399 22 2 767 4 611 2 550 42 39 680 4 1103 10 3740 1 19 62 429 9 759 1078 40 519 312 1 0 904 23 33 8 353 21 961 184 15 401 0 1852 19 33 29 3 69 30 387 42 2 179 	5
3 150 128 215 350 200 54 16 4401 0 587 7 348 0 78 609 23 161 4262 1 1381 21 4 945 11 315 32 73 3243 1 17 952 46 567 31 567 2118 4 30 1647 49 4 16 4401 522 763 59 3 610 	5
3 470 72 16 24 82 22 12 724 42 573 10 0 187 232 1 17 19 62 451 4 2859 275 1768 48 4 695 46 316 7 263 548 1 33 10 0 1572 1 759 53 12 193 130 7 0 4232 548 227 3036 13 25 29 43 5 12 193 331 10 190 214 0 433 4 619 	5
73 168 276 3 56 128 11 17 19 0 88 276 10 584 15 19 4 96 8 4 146 123 168 8 7 0 57 7 33 1 3 212 34 3 39 2442 174 3554 0 332 276 152 7 40 650 1 273 24 4 887 41 13 220 44 143 2 580 7 67 43 181 3 66 34 595 8 495 4 330 26 108 148 4 45 32 544 155 420 35 15 132 4 30 566 124 290 	5
6199 499 51 16 2744 6 48 1 387 1 3 931 10 539 3 56 49 4 16 426 880 31 20 448 8 117 129 44 310 167 147 8 6 121 18 455 3 109 13 2 255 0 2744 73 2306 70 2328 138 36 89 196 3 103 17 2309 2863 11 73 4 1546 0 29 2863 3 22 12 1561 224 673 8 6 263 25 1 732 3 370 9 158 4 485 14 306 13 258 0 200 3 372 162 28 233 201 295 1 196 1992 191 3 475 2 125 8888 5 2721 14 21 794 12 1913 393 8 385 4 30 11 16 2744 56 19 2396 4659 1 8222 2 1231 2883 104 2326 205 140 12 1913 16 419 722 14 347 576 200 104 21 30 704 42 16 419 26 77 431 13 0 2744 1803 312 1221 6 35 15 104 21 154 271 426 312 32 195 215 335 279 2863 10 12 983 14 32 6 572 5 29 2863 1 0 7077 3963 28 68 330 1 2351 564 0 2078 6 40 1085 3 669 17 69 5276 65 2078 10 0 1332 376 149 17 2309 36 43 5 0 282 426 7293 10 0 1303 1109 32 344 94 4 1067 155 9 761 15 19 1210 4191 44 132 1582 3578 	3
81 32 1 339 81 3868 7 140 12 193 24 4 714 2 202 619 187 571 118 3 2413 2 326 5 220 11 20 5548 4 49 277 41 0 4445 118 660 10 619 190 149 17 22 185 680 290 10 1267 232 26 92 182 1960 70 0 3692 2319 177 20 298 4 658 64 4 52 193 234 6586 67 1062 6 58 2216 231 63 495 2 1033 9 182 10 2 1178 234 923 1 9 0 3929 3852 52 78 476 4484 1 907 92 38 1029 58 1684 1784 286 2 2861 140 2 89 25 1684 1784 10 16 819 	4
246 19 4 128 11 1787 0 10 0 3070 3882 1931 6155 1946 6155 7 12 193 79 5 36 264 63 2666 8 2 212 83 0 78 129 542 4 11 0 2266 3263 1 6155 7 43 5 243 245 3 104 693 58 648 603 552 769 27 31 219 31 384 313 6018 5 2192 23 348 1 23 65 1169 4 629 1466 83 4 943 682 2030 2192 35 15 45 84 13 765 522 154 11 0 765 23 2 74 4108 589 9 0 281 26 3 230 55 78 1877 0 284 7 348 376 10 0 10 38 16 7 43 5 12 2003 1074 	5
1629 3 72 346 1 452 5 12 371 4 1273 20 38 302 8 144 207 29 33 758 505 1 1015 5 231 9 0 346 4 730 13 38 5 243 841 534 0 1725 858 6 434 124 1 0 1714 18 8 6 168 0 577 221 386 30 0 88 3 19 165 22 0 363 1938 6 25 14 2 74 75 1032 9 12 229 12 468 172 11 0 1172 95 198 93 509 6 0 88 95 198 165 156 335 445 6 168 12 944 22 0 533 1036 586 1 1411 886 63 22 363 345 1604 3120 1 5 342 1036 586 11 6 40 223 14 33 0 67 8753 28 0 206 504 21 178 14 3 19 22 94 116 32 6 67 43 5451 1 199 177 1 11 6 1255 18 0 78 189 5 0 860 275 177 5 2741 1 0 6857 3912 61 6 68 251 293 0 7261 1184 23 0 207 144 29 1 5 342 572 5 231 9 346 4 730 1 1861 	4
3 6 217 9 2 24 184 3 104 45 137 2185 1 58 807 721 11 6 606 201 1597 32 7 58 5858 3843 57 1 2288 712 1193 5 234 292 266 18 3686 1488 3 2708 109 10 9 129 137 2185 14 549 48 303 521 137 2185 149 38 2185 28 0 1063 627 47 51 3 835 0 532 3213 3 99 303 2 18 0 2185 63 7 2 25 181 1090 0 683 5 0 218 54 211 4 45 0 521 137 2185 4161 10 1027 4 58 807 721 3 989 13 4382 1 91 1620 235 382 57 47 12 2185 4 3808 0 88 2185 	4
72 72 72 16 754 361 12 9870 3 855 2 179 5 53 27 16 754 1 10 0 2139 185 862 1 862 28 348 40 2597 1 519 4 779 4 3 1533 84 31 17 115 169 4 3130 185 411 1 12 971 28 80 915 364 5 3 19 149 507 862 9 2 400 1394 6026 7 40 206 	5
110 1765 1 71 685 3 390 30 9120 9888 3 447 320 0 530 2882 5 5016 8 7 81 296 4 1356 375 254 1679 49 10 1 1060 212 9600 1666 1 2241 54 300 12 201 2093 13 38 6938 5792 31 607 31 3 2090 0 9664 44 158 339 32 278 3 216 404 15 61 154 55 74 47 4820 4 1316 7710 1600 1023 81 2 390 149 1742 21 148 274 900 422 303 4406 278 818 13 1809 530 6846 81 301 217 1 267 5042 158 3 226 1666 124 1 874 54 184 44 59 3 386 45 9 2 1393 9 37 175 	4
16 24 7 33 0 130 7 26 435 979 1821 614 1 25 142 327 8 43 5 12 49 4 245 9 821 0 527 23 348 13 2 2314 570 5 223 911 4 554 47 0 1139 1945 1001 1 197 4 464 1041 197 1 12 193 206 971 5693 206 1181 5 0 98 7 275 1 1202 2093 13 444 5 1907 5035 1 32 7 2 346 730 177 1 1068 4 611 838 1 347 401 288 10 0 316 44 143 8 4 49 	4
35 15 3862 800 1246 1210 281 130 117 7290 216 30 27 0 282 5 60 525 16 7 2 2445 130 180 10 0 391 1 12 322 73 62 121 9 232 7290 1096 2 33 100 199 525 1 227 17 467 58 235 139 252 2 275 199 135 1 1877 940 130 9 59 2 3210 66 1033 16 24 48 36 214 8 	5
7048 3 72 15 59 1 120 115 15 3153 79 15 23 347 2 354 15 1045 15 19 38 200 9 0 2610 86 9 12 2610 7515 12 2610 169 14 51 3 1236 110 18 2 946 866 5111 26 3091 357 45 581 110 18 0 581 10 0 706 18 204 395 2080 60 1 5970 1238 2660 37 41 1 3 204 7048 3972 752 3088 21 249 21 573 91 2532 1029 12 453 160 115 91 39 304 37 1029 12 453 134 42 1231 1238 285 601 15 59 12 453 7 1911 13 59 15 66 146 671 602 42 94 3 27 380 1 2433 3 6 10 58 1721 2221 687 170 37 12 935 9 4325 79 3 172 71 12 255 172 753 15 31 20 306 1 91 238 7212 6886 71 753 15 64 178 178 178 14 3 72 0 4325 1 0 113 990 10 0 1975 1 1031 177 26 36 1679 1310 2 9 11 	2
399 2 24 10 1066 11 357 96 75 329 397 1097 123 4 687 13 3804 546 365 1 1344 51 97 0 1384 208 47 46 139 100 1509 5547 1443 208 13 2435 8947 1 635 1302 3 1245 56 19 372 0 2435 1555 597 0 8947 44 2821 13 0 4490 787 8 6 75 3147 18 0 282 1161 14 8 7 0 1384 208 1 35 205 123 91 1678 8 117 205 0 119 8 216 30 319 341 1 0 635 1302 23 225 0 57 6 2472 1 113 0 29 127 41 967 373 1 56 19 62 76 35 15 104 905 0 6 39 75 69 153 134 64 1 96 78 100 476 1 3 482 230 	4
36 34 2 2577 7702 1118 8370 10 2 4022 76 704 871 1745 4 2798 2230 578 0 426 9 2 552 118 1797 6461 768 3 102 123 4 524 1 3 438 34 3 6 18 58 6187 5 0 54 4 85 2 682 4 682 5187 7 317 258 252 18 0 288 1250 6 949 613 26 3 463 205 38 11 1403 1334 14 25 1598 303 259 110 2647 12 5218 387 148 15 496 18 2 1612 32 23 271 210 1 699 10 0 41 60 5111 1 4 0 1857 1 522 30 38 2505 4 1 47 0 	3
16 24 7 26 330 8 7 162 153 21 2 1702 1239 406 8 3675 64 10 0 626 0 29 1 244 23 25 14 162 5 38 3 34 11 3 61 447 12 498 42 4 45 244 1 0 3979 18 0 603 3 462 11 32 28 65 245 11 1858 2874 288 0 312 61 30 2 2659 1 0 672 1 2124 48 5 29 61 30 6744 14 249 15 45 3126 16 7 2 25 24 4 248 	4
5486 5486 190 2835 1676 190 62 2 233 356 5 2835 9 232 1 22 774 51 3 593 11 17 28 2200 0 190 180 1 1058 39 159 0 426 597 46 5011 790 403 4893 14 92 43 248 77 1545 4893 73 0 262 193 328 11 2835 22 815 802 533 1552 810 208 144 1743 811 221 1084 534 1 17 19 2 233 213 525 31 80 57 7 569 1 206 711 120 6 52 379 187 118 711 68 9 121 820 1 1515 1 3901 9974 7037 9 52 173 847 4893 460 115 2 813 502 923 16 137 98 36 90 2 33 758 505 177 2 233 114 58 225 213 6050 1 1568 1486 307 31 8431 15 140 132 0 234 403 2835 0 180 10 266 4213 3029 7 140 309 14 3 482 230 1132 41 4893 4 721 8 48 39 2 4 190 4893 1 2136 9 37 106 4 294 	4
298 4 49 9 1375 9 2 480 176 16 53 3 247 0 29 1 57 4 30 3510 4 52 187 7133 355 1 3 796 0 1228 1314 2536 1561 1 3 146 274 8 7 46 1810 281 8 6 26 25 11 3 69 21 30 1853 175 53 20 68 22 0 786 2980 16 7 755 9 2 186 337 14 8 6 813 20 22 0 324 197 363 4 848 8 6 2 5008 440 2 363 1396 1297 1444 2072 13 1233 6333 1 2 363 1233 1047 323 1032 3945 38 25 265 6 235 47 489 4 848 16 53 3 99 3764 20 69 491 39 278 21 27 139 	4
399 290 47 12 1051 198 44 556 270 781 1 97 0 284 8 6 25 	4
20 22 176 42 361 52 1380 8 6 12 106 53 27 1 3 6 153 510 13 0 264 5 46 29 1 382 57 3 22 0 1998 3119 13 586 4945 1131 63 6 168 20 796 0 556 1593 9 513 63 6 192 33 511 0 2460 28 50 144 77 874 5 645 12 908 4 0 9686 180 110 603 16 419 150 160 	4
16 24 7 60 1028 1289 10 0 766 716 1111 90 25 861 716 1 759 531 9 417 1578 0 2737 7 153 1554 14 65 269 9512 2520 	3
133 29 168 2157 1 350 1084 163 281 3 19 605 42 73 62 258 608 5 225 106 4 489 17 19 280 3850 2293 7342 15 61 146 0 7342 18 0 114 51 15 447 10 699 23 21 1385 914 0 9711 7 81 2293 26 2710 18 0 53 5 419 15 69 45 223 200 0 4120 7 273 1 480 26 15 61 50 229 0 1154 14 140 45 0 2059 0 262 7 800 13 0 1263 0 126 6 144 1 0 1327 614 5 297 4120 155 8 6 273 31 293 31 708 49 0 537 23 536 1331 1 676 0 632 7 536 434 1 4566 13 875 15 554 18 0 100 3 72 0 5 55 1 0 8481 5 617 399 816 73 81 62 25 96 0 1688 44 136 269 5 1227 1 15 941 343 30 431 	5
92 2 219 392 5 182 9029 10 2 2727 231 3 50 50 474 4 30 288 7094 1771 1039 4 321 37 64 10 12 1108 161 308 7 40 1342 1 61 45 50 746 18 1185 3 256 4 301 2 74 166 5 9263 26 3 515 31 0 1204 6 9255 25 511 32 28 67 2 125 617 155 18 16 3111 1471 1774 7 58 3156 13 215 3660 1 9355 4 422 8 720 34 2 14 116 79 15 677 10 2 1076 8748 175 4 55 7308 8930 465 0 2857 7 565 8140 26 15 61 693 65 53 1635 0 530 1836 599 6215 18 184 15 23 243 11 132 4 143 46 53 1 1748 2 74 32 23 186 2117 594 0 3156 11 3976 1259 3739 31 80 31 129 701 1662 13 8234 4 407 15 0 2444 5 0 3338 15 61 146 10 0 1624 45 48 49 288 15 69 72 8 31 94 31 3 85 	5
20 39 228 16 41 16 769 1910 139 27 845 2232 175 396 36 2 5278 962 375 184 15 443 70 0 4580 249 843 892 60 3840 0 1803 1117 0 1028 1148 1 363 14 68 394 943 1803 34 1684 1583 1 324 1531 28 68 659 17 467 2 229 5 136 5 0 1042 1 15 61 851 1520 1242 5 8386 10 60 3388 17 68 467 2 564 5 1028 962 375 717 9 60 22 2 1005 5 0 1684 1583 1 1806 8386 13 2 326 5 717 0 962 674 6 2005 1011 1 80 1237 30 2969 70 42 10 0 1332 	5
26 3 99 58 2894 3261 42 27 16 670 9 2 125 2055 20 72 46 5547 131 629 1234 17 19 2 25 242 5 352 1928 2377 1 1140 976 1 35 77 1638 1479 46 191 150 30 909 68 46 2536 7 50 25 1 417 1 46 1626 9170 23 89 949 26 42 7 184 0 2585 425 10 0 196 355 1 3 287 4 49 2432 9 239 246 267 107 641 7518 200 34 966 1095 374 66 45 94 83 250 10 2 629 954 80 0 187 53 20 115 16 3 247 12 250 634 160 9 8 4 30 0 1300 770 1 5193 3 22 1054 250 14 3 22 736 5 8 11 28 770 1 5193 71 8440 2000 3 260 8 6 2 6410 5 0 1046 14 3 6216 6760 8 1 11 1405 6 770 1 5193 3 907 2045 290 12 281 1 111 19 3 149 97 250 47 46 454 182 172 82 68 1183 65 9279 10 1638 1101 42 21 4 968 34 2 3314 14 15 2166 77 21 1638 12 175 589 5 284 42 77 283 13 46 2377 1 46 1626 1 1234 1 347 14 35 8 425 4 250 77 41 0 94 893 3613 1106 670 0 402 1106 670 	2
20 2175 847 16 74 24 10 2 3748 788 551 70 4345 14 8 549 48 182 2 40 161 4345 389 8 7 800 11 0 432 69 21 30 0 6520 5 1528 4053 2161 607 14 16 7 2 237 8320 261 5 24 32 7 68 71 494 10 387 42 35 15 23 3364 9 53 79 8 7 21 373 29 70 136 4105 5 0 5572 162 2487 0 29 7 25 50 25 0 1285 390 19 1209 149 78 1984 991 79 32 6 71 18 0 100 169 7 10 1497 3 22 0 2459 337 1 12 2491 22 0 980 4683 1 270 185 731 127 13 2 350 4131 325 11 3 19 22 27 164 167 14 16 43 6 26 94 116 0 2459 337 127 13 2459 5 342 2 5357 135 845 11 370 748 1 55 5 0 948 82 165 22 8 6 2 233 570 5 29 14 8 6 26 25 11 3 6 4348 4 107 58 446 189 5 948 4 49 13 0 1455 0 980 6 1020 40 207 68 77 21 94 5 2 980 356 26 3 105 96 8 0 4004 270 6 40 207 171 40 1929 13 164 223 493 14 1199 5 84 28 2051 27 9 0 2459 1 9 0 980 337 0 191 23 65 83 574 376 51 15 1188 11 257 830 61 877 412 48 182 129 731 3 1119 11 3 99 4986 4 29 1 1796 1170 2 2459 11 3 3392 14 16 6 153 43 5 0 116 6361 5 0 1294 10 0 2256 190 177 3 69 153 30 64 1 278 175 53 285 96 0 95 	4
3 3656 4 190 428 9 222 47 0 544 695 4 0 552 695 1 0 106 181 246 85 1157 0 881 6 4 579 0 1767 1082 139 897 2553 82 111 97 47 0 100 44 22 46 176 57 14 46 139 897 6 225 40 967 576 719 58 959 445 8 314 21 3441 30 0 162 650 414 29 31 3 103 17 7170 0 937 2 166 14 0 493 28 235 1 0 564 6 25 302 46 1686 281 150 2259 0 403 1 46 666 95 13 0 1011 142 1 5 342 0 1051 734 142 77 165 64 10 190 141 0 1767 1082 69 30 43 5 0 106 245 3 49 	5
33 38 1896 242 35 15 23 217 9 55 854 44 810 11 7 329 4 154 96 42 17 69 253 19 8 3 68 72 11 17 19 1344 902 5873 435 0 791 428 19 213 6117 1 121 18 277 46 1229 9 5 1972 	4
77 4258 11 3 529 306 2 294 9 16 24 397 82 605 42 9 2 25 147 1 82 111 62 431 13 0 29 80 32 6 16 43 53 14 8 6 79 8 6 1545 41 77 483 13 11 8 2546 37 8 6 50 1342 11 118 7732 191 23 25 0 2559 23 25 1 36 39 296 4 401 10 0 147 825 0 4820 2233 163 255 82 452 42 73 22 2 25 53 13 58 1716 25 183 77 2 2340 9 0 13 126 1 2 189 5 3037 102 59 268 27 0 585 294 1924 3 50 103 205 0 162 1916 351 5 16 24 50 49 151 301 	5
20 28 602 27 0 3532 4044 375 10 539 1 298 4 49 9 335 279 4 2529 55 53 145 2969 12 1328 122 27 0 881 3 896 41 12 6603 1 4271 335 279 8 452 48 476 10 0 177 1 20 1071 2729 3721 63 6 2 125 2328 1598 56 19 8 32 6 71 306 1128 1557 6549 1 20 549 48 121 951 18 0 0 3238 3654 5 0 2729 3721 26 3 4168 141 1 20 127 48 13 3605 8 195 1598 92 38 14 55 335 279 1425 2887 27 222 4 405 87 4 52 792 962 4597 10 3605 21 67 28 0 546 144 1 133 14 0 236 6 574 31 80 5 87 257 22 2 3451 4767 7391 2653 1 52 867 620 6 394 83 20 38 319 52 1304 43 1877 1103 6 0 854 9580 5080 12 944 321 18 156 2653 0 3045 2059 17 869 6 1278 3605 6 2 201 581 711 9 0 484 	5
